id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
7192,CDS,cde_fo,GBPINR,10220,OPTCUR,CE,101.25,GBPINR10MARCH23101.25CE,GBPINR23310101.25CE,GBPINR 10MAR23 101.25 CE,10-03-2023,1,0.0025
7193,CDS,cde_fo,GBPINR,10221,OPTCUR,PE,101.25,GBPINR10MARCH23101.25PE,GBPINR23310101.25PE,GBPINR 10MAR23 101.25 PE,10-03-2023,1,0.0025
7194,CDS,cde_fo,GBPINR,10222,OPTCUR,CE,101.5,GBPINR10MARCH23101.5CE,GBPINR23310101.5CE,GBPINR 10MAR23 101.5 CE,10-03-2023,1,0.0025
7195,CDS,cde_fo,GBPINR,10223,OPTCUR,PE,101.5,GBPINR10MARCH23101.5PE,GBPINR23310101.5PE,GBPINR 10MAR23 101.5 PE,10-03-2023,1,0.0025
7196,CDS,cde_fo,GBPINR,10224,OPTCUR,CE,101.75,GBPINR10MARCH23101.75CE,GBPINR23310101.75CE,GBPINR 10MAR23 101.75 CE,10-03-2023,1,0.0025
7197,CDS,cde_fo,GBPINR,10225,OPTCUR,PE,101.75,GBPINR10MARCH23101.75PE,GBPINR23310101.75PE,GBPINR 10MAR23 101.75 PE,10-03-2023,1,0.0025
7198,CDS,cde_fo,GBPINR,10226,OPTCUR,CE,102,GBPINR10MARCH23102CE,GBPINR23310102CE,GBPINR 10MAR23 102 CE,10-03-2023,1,0.0025
7199,CDS,cde_fo,GBPINR,10227,OPTCUR,PE,102,GBPINR10MARCH23102PE,GBPINR23310102PE,GBPINR 10MAR23 102 PE,10-03-2023,1,0.0025
7200,CDS,cde_fo,GBPINR,10228,OPTCUR,CE,102.25,GBPINR10MARCH23102.25CE,GBPINR23310102.25CE,GBPINR 10MAR23 102.25 CE,10-03-2023,1,0.0025
7201,CDS,cde_fo,GBPINR,10229,OPTCUR,PE,102.25,GBPINR10MARCH23102.25PE,GBPINR23310102.25PE,GBPINR 10MAR23 102.25 PE,10-03-2023,1,0.0025
7202,CDS,cde_fo,GBPINR,10230,OPTCUR,CE,102.5,GBPINR10MARCH23102.5CE,GBPINR23310102.5CE,GBPINR 10MAR23 102.5 CE,10-03-2023,1,0.0025
7203,CDS,cde_fo,GBPINR,10231,OPTCUR,PE,102.5,GBPINR10MARCH23102.5PE,GBPINR23310102.5PE,GBPINR 10MAR23 102.5 PE,10-03-2023,1,0.0025
7204,CDS,cde_fo,GBPINR,10232,OPTCUR,CE,102.75,GBPINR10MARCH23102.75CE,GBPINR23310102.75CE,GBPINR 10MAR23 102.75 CE,10-03-2023,1,0.0025
7205,CDS,cde_fo,GBPINR,10233,OPTCUR,PE,102.75,GBPINR10MARCH23102.75PE,GBPINR23310102.75PE,GBPINR 10MAR23 102.75 PE,10-03-2023,1,0.0025
7206,CDS,cde_fo,GBPINR,10234,OPTCUR,CE,103,GBPINR10MARCH23103CE,GBPINR23310103CE,GBPINR 10MAR23 103 CE,10-03-2023,1,0.0025
7207,CDS,cde_fo,GBPINR,10235,OPTCUR,PE,103,GBPINR10MARCH23103PE,GBPINR23310103PE,GBPINR 10MAR23 103 PE,10-03-2023,1,0.0025
7208,CDS,cde_fo,GBPINR,10236,OPTCUR,CE,103.25,GBPINR10MARCH23103.25CE,GBPINR23310103.25CE,GBPINR 10MAR23 103.25 CE,10-03-2023,1,0.0025
7209,CDS,cde_fo,GBPINR,10237,OPTCUR,PE,103.25,GBPINR10MARCH23103.25PE,GBPINR23310103.25PE,GBPINR 10MAR23 103.25 PE,10-03-2023,1,0.0025
7210,CDS,cde_fo,GBPINR,10238,OPTCUR,CE,103.5,GBPINR10MARCH23103.5CE,GBPINR23310103.5CE,GBPINR 10MAR23 103.5 CE,10-03-2023,1,0.0025
7211,CDS,cde_fo,GBPINR,10239,OPTCUR,PE,103.5,GBPINR10MARCH23103.5PE,GBPINR23310103.5PE,GBPINR 10MAR23 103.5 PE,10-03-2023,1,0.0025
7212,CDS,cde_fo,GBPINR,10240,OPTCUR,CE,103.75,GBPINR10MARCH23103.75CE,GBPINR23310103.75CE,GBPINR 10MAR23 103.75 CE,10-03-2023,1,0.0025
7213,CDS,cde_fo,GBPINR,10241,OPTCUR,PE,103.75,GBPINR10MARCH23103.75PE,GBPINR23310103.75PE,GBPINR 10MAR23 103.75 PE,10-03-2023,1,0.0025
7214,CDS,cde_fo,GBPINR,10242,OPTCUR,CE,104,GBPINR10MARCH23104CE,GBPINR23310104CE,GBPINR 10MAR23 104 CE,10-03-2023,1,0.0025
7215,CDS,cde_fo,GBPINR,10243,OPTCUR,PE,104,GBPINR10MARCH23104PE,GBPINR23310104PE,GBPINR 10MAR23 104 PE,10-03-2023,1,0.0025
7216,CDS,cde_fo,GBPINR,10244,OPTCUR,CE,104.25,GBPINR10MARCH23104.25CE,GBPINR23310104.25CE,GBPINR 10MAR23 104.25 CE,10-03-2023,1,0.0025
7217,CDS,cde_fo,GBPINR,10245,OPTCUR,PE,104.25,GBPINR10MARCH23104.25PE,GBPINR23310104.25PE,GBPINR 10MAR23 104.25 PE,10-03-2023,1,0.0025
7218,CDS,cde_fo,GBPINR,10246,OPTCUR,CE,104.5,GBPINR10MARCH23104.5CE,GBPINR23310104.5CE,GBPINR 10MAR23 104.5 CE,10-03-2023,1,0.0025
7219,CDS,cde_fo,GBPINR,10247,OPTCUR,PE,104.5,GBPINR10MARCH23104.5PE,GBPINR23310104.5PE,GBPINR 10MAR23 104.5 PE,10-03-2023,1,0.0025
7220,CDS,cde_fo,GBPINR,10248,OPTCUR,CE,104.75,GBPINR10MARCH23104.75CE,GBPINR23310104.75CE,GBPINR 10MAR23 104.75 CE,10-03-2023,1,0.0025
7221,CDS,cde_fo,GBPINR,10249,OPTCUR,PE,104.75,GBPINR10MARCH23104.75PE,GBPINR23310104.75PE,GBPINR 10MAR23 104.75 PE,10-03-2023,1,0.0025
7222,CDS,cde_fo,GBPINR,10250,OPTCUR,CE,105,GBPINR10MARCH23105CE,GBPINR23310105CE,GBPINR 10MAR23 105 CE,10-03-2023,1,0.0025
7223,CDS,cde_fo,GBPINR,10251,OPTCUR,PE,105,GBPINR10MARCH23105PE,GBPINR23310105PE,GBPINR 10MAR23 105 PE,10-03-2023,1,0.0025
7224,CDS,cde_fo,GBPINR,10252,OPTCUR,CE,105.25,GBPINR10MARCH23105.25CE,GBPINR23310105.25CE,GBPINR 10MAR23 105.25 CE,10-03-2023,1,0.0025
7225,CDS,cde_fo,GBPINR,10253,OPTCUR,PE,105.25,GBPINR10MARCH23105.25PE,GBPINR23310105.25PE,GBPINR 10MAR23 105.25 PE,10-03-2023,1,0.0025
7226,CDS,cde_fo,GBPINR,10254,OPTCUR,CE,105.5,GBPINR10MARCH23105.5CE,GBPINR23310105.5CE,GBPINR 10MAR23 105.5 CE,10-03-2023,1,0.0025
7227,CDS,cde_fo,GBPINR,10255,OPTCUR,PE,105.5,GBPINR10MARCH23105.5PE,GBPINR23310105.5PE,GBPINR 10MAR23 105.5 PE,10-03-2023,1,0.0025
7228,CDS,cde_fo,GBPINR,10256,OPTCUR,CE,105.75,GBPINR10MARCH23105.75CE,GBPINR23310105.75CE,GBPINR 10MAR23 105.75 CE,10-03-2023,1,0.0025
7229,CDS,cde_fo,GBPINR,10257,OPTCUR,PE,105.75,GBPINR10MARCH23105.75PE,GBPINR23310105.75PE,GBPINR 10MAR23 105.75 PE,10-03-2023,1,0.0025
7230,CDS,cde_fo,GBPINR,10258,OPTCUR,CE,106,GBPINR10MARCH23106CE,GBPINR23310106CE,GBPINR 10MAR23 106 CE,10-03-2023,1,0.0025
7231,CDS,cde_fo,GBPINR,10259,OPTCUR,PE,106,GBPINR10MARCH23106PE,GBPINR23310106PE,GBPINR 10MAR23 106 PE,10-03-2023,1,0.0025
7232,CDS,cde_fo,GBPINR,10260,OPTCUR,CE,106.25,GBPINR10MARCH23106.25CE,GBPINR23310106.25CE,GBPINR 10MAR23 106.25 CE,10-03-2023,1,0.0025
7233,CDS,cde_fo,GBPINR,10261,OPTCUR,PE,106.25,GBPINR10MARCH23106.25PE,GBPINR23310106.25PE,GBPINR 10MAR23 106.25 PE,10-03-2023,1,0.0025
7234,CDS,cde_fo,JPYINR,10262,OPTCUR,CE,54.25,JPYINR10MARCH2354.25CE,JPYINR2331054.25CE,JPYINR 10MAR23 54.25 CE,10-03-2023,1,0.0025
7235,CDS,cde_fo,JPYINR,10263,OPTCUR,PE,54.25,JPYINR10MARCH2354.25PE,JPYINR2331054.25PE,JPYINR 10MAR23 54.25 PE,10-03-2023,1,0.0025
7236,CDS,cde_fo,JPYINR,10264,OPTCUR,CE,54.5,JPYINR10MARCH2354.5CE,JPYINR2331054.5CE,JPYINR 10MAR23 54.5 CE,10-03-2023,1,0.0025
7237,CDS,cde_fo,JPYINR,10265,OPTCUR,PE,54.5,JPYINR10MARCH2354.5PE,JPYINR2331054.5PE,JPYINR 10MAR23 54.5 PE,10-03-2023,1,0.0025
7238,CDS,cde_fo,JPYINR,10266,OPTCUR,CE,54.75,JPYINR10MARCH2354.75CE,JPYINR2331054.75CE,JPYINR 10MAR23 54.75 CE,10-03-2023,1,0.0025
7239,CDS,cde_fo,JPYINR,10267,OPTCUR,PE,54.75,JPYINR10MARCH2354.75PE,JPYINR2331054.75PE,JPYINR 10MAR23 54.75 PE,10-03-2023,1,0.0025
7240,CDS,cde_fo,JPYINR,10268,OPTCUR,CE,55,JPYINR10MARCH2355CE,JPYINR2331055CE,JPYINR 10MAR23 55 CE,10-03-2023,1,0.0025
7241,CDS,cde_fo,JPYINR,10269,OPTCUR,PE,55,JPYINR10MARCH2355PE,JPYINR2331055PE,JPYINR 10MAR23 55 PE,10-03-2023,1,0.0025
7242,CDS,cde_fo,JPYINR,10270,OPTCUR,CE,55.25,JPYINR10MARCH2355.25CE,JPYINR2331055.25CE,JPYINR 10MAR23 55.25 CE,10-03-2023,1,0.0025
7243,CDS,cde_fo,JPYINR,10271,OPTCUR,PE,55.25,JPYINR10MARCH2355.25PE,JPYINR2331055.25PE,JPYINR 10MAR23 55.25 PE,10-03-2023,1,0.0025
7244,CDS,cde_fo,JPYINR,10272,OPTCUR,CE,55.5,JPYINR10MARCH2355.5CE,JPYINR2331055.5CE,JPYINR 10MAR23 55.5 CE,10-03-2023,1,0.0025
7245,CDS,cde_fo,JPYINR,10273,OPTCUR,PE,55.5,JPYINR10MARCH2355.5PE,JPYINR2331055.5PE,JPYINR 10MAR23 55.5 PE,10-03-2023,1,0.0025
7246,CDS,cde_fo,JPYINR,10274,OPTCUR,CE,55.75,JPYINR10MARCH2355.75CE,JPYINR2331055.75CE,JPYINR 10MAR23 55.75 CE,10-03-2023,1,0.0025
7247,CDS,cde_fo,GBPINR,10275,OPTCUR,PE,102.5,GBPINR13JANUARY23102.5PE,GBPINR23113102.5PE,GBPINR 13JAN23 102.5 PE,13-01-2023,1,0.0025
7248,CDS,cde_fo,GBPINR,10276,OPTCUR,CE,102.75,GBPINR13JANUARY23102.75CE,GBPINR23113102.75CE,GBPINR 13JAN23 102.75 CE,13-01-2023,1,0.0025
7249,CDS,cde_fo,GBPINR,10277,OPTCUR,PE,102.75,GBPINR13JANUARY23102.75PE,GBPINR23113102.75PE,GBPINR 13JAN23 102.75 PE,13-01-2023,1,0.0025
7250,CDS,cde_fo,JPYINR,10278,OPTCUR,PE,55.75,JPYINR10MARCH2355.75PE,JPYINR2331055.75PE,JPYINR 10MAR23 55.75 PE,10-03-2023,1,0.0025
7251,CDS,cde_fo,JPYINR,10279,OPTCUR,CE,56,JPYINR10MARCH2356CE,JPYINR2331056CE,JPYINR 10MAR23 56 CE,10-03-2023,1,0.0025
7252,CDS,cde_fo,JPYINR,10280,OPTCUR,PE,56,JPYINR10MARCH2356PE,JPYINR2331056PE,JPYINR 10MAR23 56 PE,10-03-2023,1,0.0025
7253,CDS,cde_fo,JPYINR,10281,OPTCUR,CE,56.25,JPYINR10MARCH2356.25CE,JPYINR2331056.25CE,JPYINR 10MAR23 56.25 CE,10-03-2023,1,0.0025
7254,CDS,cde_fo,JPYINR,10282,OPTCUR,PE,56.25,JPYINR10MARCH2356.25PE,JPYINR2331056.25PE,JPYINR 10MAR23 56.25 PE,10-03-2023,1,0.0025
7255,CDS,cde_fo,JPYINR,10283,OPTCUR,CE,56.5,JPYINR10MARCH2356.5CE,JPYINR2331056.5CE,JPYINR 10MAR23 56.5 CE,10-03-2023,1,0.0025
7256,CDS,cde_fo,JPYINR,10284,OPTCUR,PE,56.5,JPYINR10MARCH2356.5PE,JPYINR2331056.5PE,JPYINR 10MAR23 56.5 PE,10-03-2023,1,0.0025
7257,CDS,cde_fo,GBPINR,10285,OPTCUR,CE,102.25,GBPINR20JANUARY23102.25CE,GBPINR23120102.25CE,GBPINR 20JAN23 102.25 CE,20-01-2023,1,0.0025
7258,CDS,cde_fo,GBPINR,10286,OPTCUR,PE,102.25,GBPINR20JANUARY23102.25PE,GBPINR23120102.25PE,GBPINR 20JAN23 102.25 PE,20-01-2023,1,0.0025
7259,CDS,cde_fo,GBPINR,10287,OPTCUR,CE,102.5,GBPINR20JANUARY23102.5CE,GBPINR23120102.5CE,GBPINR 20JAN23 102.5 CE,20-01-2023,1,0.0025
7260,CDS,cde_fo,GBPINR,10288,OPTCUR,PE,102.5,GBPINR20JANUARY23102.5PE,GBPINR23120102.5PE,GBPINR 20JAN23 102.5 PE,20-01-2023,1,0.0025
7261,CDS,cde_fo,GBPINR,10289,OPTCUR,CE,102.75,GBPINR20JANUARY23102.75CE,GBPINR23120102.75CE,GBPINR 20JAN23 102.75 CE,20-01-2023,1,0.0025
7262,CDS,cde_fo,GBPINR,10290,OPTCUR,PE,102.75,GBPINR20JANUARY23102.75PE,GBPINR23120102.75PE,GBPINR 20JAN23 102.75 PE,20-01-2023,1,0.0025
7263,CDS,cde_fo,GBPINR,10291,OPTCUR,CE,102.25,GBPINR27JANUARY23102.25CE,GBPINR23JAN102.25CE,GBPINR 27JAN23 102.25 CE,27-01-2023,1,0.0025
7264,CDS,cde_fo,GBPINR,10292,OPTCUR,PE,102.25,GBPINR27JANUARY23102.25PE,GBPINR23JAN102.25PE,GBPINR 27JAN23 102.25 PE,27-01-2023,1,0.0025
7265,CDS,cde_fo,GBPINR,10293,OPTCUR,CE,102.5,GBPINR27JANUARY23102.5CE,GBPINR23JAN102.5CE,GBPINR 27JAN23 102.5 CE,27-01-2023,1,0.0025
7266,CDS,cde_fo,GBPINR,10294,OPTCUR,PE,102.5,GBPINR27JANUARY23102.5PE,GBPINR23JAN102.5PE,GBPINR 27JAN23 102.5 PE,27-01-2023,1,0.0025
7267,CDS,cde_fo,GBPINR,10295,OPTCUR,CE,102.75,GBPINR27JANUARY23102.75CE,GBPINR23JAN102.75CE,GBPINR 27JAN23 102.75 CE,27-01-2023,1,0.0025
7268,CDS,cde_fo,GBPINR,10296,OPTCUR,PE,102.75,GBPINR27JANUARY23102.75PE,GBPINR23JAN102.75PE,GBPINR 27JAN23 102.75 PE,27-01-2023,1,0.0025
7269,CDS,cde_fo,GBPINR,10297,OPTCUR,CE,102.25,GBPINR03FEBRUARY23102.25CE,GBPINR23203102.25CE,GBPINR 03FEB23 102.25 CE,03-02-2023,1,0.0025
7270,CDS,cde_fo,GBPINR,10298,OPTCUR,PE,102.25,GBPINR03FEBRUARY23102.25PE,GBPINR23203102.25PE,GBPINR 03FEB23 102.25 PE,03-02-2023,1,0.0025
7271,CDS,cde_fo,GBPINR,10299,OPTCUR,CE,102.5,GBPINR03FEBRUARY23102.5CE,GBPINR23203102.5CE,GBPINR 03FEB23 102.5 CE,03-02-2023,1,0.0025
7272,CDS,cde_fo,GBPINR,10300,OPTCUR,PE,102.5,GBPINR03FEBRUARY23102.5PE,GBPINR23203102.5PE,GBPINR 03FEB23 102.5 PE,03-02-2023,1,0.0025
7273,CDS,cde_fo,GBPINR,10301,OPTCUR,CE,102.75,GBPINR03FEBRUARY23102.75CE,GBPINR23203102.75CE,GBPINR 03FEB23 102.75 CE,03-02-2023,1,0.0025
7274,CDS,cde_fo,GBPINR,10302,OPTCUR,PE,102.75,GBPINR03FEBRUARY23102.75PE,GBPINR23203102.75PE,GBPINR 03FEB23 102.75 PE,03-02-2023,1,0.0025
7275,CDS,cde_fo,GBPINR,10303,OPTCUR,CE,102.25,GBPINR26SEPTEMBER23102.25CE,GBPINR23SEP102.25CE,GBPINR 26SEP23 102.25 CE,26-09-2023,1,0.0025
7276,CDS,cde_fo,GBPINR,10304,OPTCUR,PE,102.25,GBPINR26SEPTEMBER23102.25PE,GBPINR23SEP102.25PE,GBPINR 26SEP23 102.25 PE,26-09-2023,1,0.0025
7277,CDS,cde_fo,GBPINR,10305,OPTCUR,CE,102.5,GBPINR26SEPTEMBER23102.5CE,GBPINR23SEP102.5CE,GBPINR 26SEP23 102.5 CE,26-09-2023,1,0.0025
7278,CDS,cde_fo,GBPINR,10306,OPTCUR,PE,102.5,GBPINR26SEPTEMBER23102.5PE,GBPINR23SEP102.5PE,GBPINR 26SEP23 102.5 PE,26-09-2023,1,0.0025
7279,CDS,cde_fo,GBPINR,10307,OPTCUR,CE,102.75,GBPINR26SEPTEMBER23102.75CE,GBPINR23SEP102.75CE,GBPINR 26SEP23 102.75 CE,26-09-2023,1,0.0025
7280,CDS,cde_fo,GBPINR,10308,OPTCUR,PE,102.75,GBPINR26SEPTEMBER23102.75PE,GBPINR23SEP102.75PE,GBPINR 26SEP23 102.75 PE,26-09-2023,1,0.0025
7281,CDS,cde_fo,EURINR,10309,OPTCUR,PE,91.75,EURINR27JANUARY2391.75PE,EURINR23JAN91.75PE,EURINR 27JAN23 91.75 PE,27-01-2023,1,0.0025
7282,CDS,cde_fo,EURINR,10310,OPTCUR,CE,91.75,EURINR03FEBRUARY2391.75CE,EURINR2320391.75CE,EURINR 03FEB23 91.75 CE,03-02-2023,1,0.0025
7283,CDS,cde_fo,GBPUSD,10311,OPTCUR,CE,1.31,GBPUSD27JANUARY231.31CE,GBPUSD23JAN1.31CE,GBPUSD 27JAN23 1.31 CE,27-01-2023,1,0.0001
7284,CDS,cde_fo,GBPUSD,10312,OPTCUR,PE,1.31,GBPUSD27JANUARY231.31PE,GBPUSD23JAN1.31PE,GBPUSD 27JAN23 1.31 PE,27-01-2023,1,0.0001
7285,CDS,cde_fo,GBPUSD,10313,OPTCUR,CE,1.31,GBPUSD26SEPTEMBER231.31CE,GBPUSD23SEP1.31CE,GBPUSD 26SEP23 1.31 CE,26-09-2023,1,0.0001
7286,CDS,cde_fo,GBPUSD,10314,OPTCUR,PE,1.31,GBPUSD26SEPTEMBER231.31PE,GBPUSD23SEP1.31PE,GBPUSD 26SEP23 1.31 PE,26-09-2023,1,0.0001
7287,CDS,cde_fo,EURINR,10319,FUTCUR,XX,-1,EURINR23FEBFUT,EURINR23210FUT,EURINR 10FEB23 FUT,10-02-2023,1,0.0025
7288,CDS,cde_fo,GBPINR,10320,FUTCUR,XX,-1,GBPINR23FEBFUT,GBPINR23210FUT,GBPINR 10FEB23 FUT,10-02-2023,1,0.0025
7289,CDS,cde_fo,JPYINR,10321,FUTCUR,XX,-1,JPYINR23FEBFUT,JPYINR23210FUT,JPYINR 10FEB23 FUT,10-02-2023,1,0.0025
7290,CDS,cde_fo,USDINR,10322,FUTCUR,XX,-1,USDINR23FEBFUT,USDINR23210FUT,USDINR 10FEB23 FUT,10-02-2023,1,0.0025
7291,CDS,cde_fo,EURINR,10323,OPTCUR,CE,78.5,EURINR10FEBRUARY2378.5CE,EURINR2321078.5CE,EURINR 10FEB23 78.5 CE,10-02-2023,1,0.0025
7292,CDS,cde_fo,EURINR,10324,OPTCUR,PE,78.5,EURINR10FEBRUARY2378.5PE,EURINR2321078.5PE,EURINR 10FEB23 78.5 PE,10-02-2023,1,0.0025
7293,CDS,cde_fo,EURINR,10325,OPTCUR,CE,78.75,EURINR10FEBRUARY2378.75CE,EURINR2321078.75CE,EURINR 10FEB23 78.75 CE,10-02-2023,1,0.0025
7294,CDS,cde_fo,EURINR,10326,OPTCUR,PE,78.75,EURINR10FEBRUARY2378.75PE,EURINR2321078.75PE,EURINR 10FEB23 78.75 PE,10-02-2023,1,0.0025
7295,CDS,cde_fo,EURINR,10327,OPTCUR,CE,79,EURINR10FEBRUARY2379CE,EURINR2321079CE,EURINR 10FEB23 79 CE,10-02-2023,1,0.0025
7296,CDS,cde_fo,EURINR,10328,OPTCUR,PE,79,EURINR10FEBRUARY2379PE,EURINR2321079PE,EURINR 10FEB23 79 PE,10-02-2023,1,0.0025
7297,CDS,cde_fo,EURINR,10329,OPTCUR,CE,79.25,EURINR10FEBRUARY2379.25CE,EURINR2321079.25CE,EURINR 10FEB23 79.25 CE,10-02-2023,1,0.0025
7298,CDS,cde_fo,EURINR,10330,OPTCUR,PE,79.25,EURINR10FEBRUARY2379.25PE,EURINR2321079.25PE,EURINR 10FEB23 79.25 PE,10-02-2023,1,0.0025
7299,CDS,cde_fo,EURINR,10331,OPTCUR,CE,79.5,EURINR10FEBRUARY2379.5CE,EURINR2321079.5CE,EURINR 10FEB23 79.5 CE,10-02-2023,1,0.0025
7300,CDS,cde_fo,EURINR,10332,OPTCUR,PE,79.5,EURINR10FEBRUARY2379.5PE,EURINR2321079.5PE,EURINR 10FEB23 79.5 PE,10-02-2023,1,0.0025
7301,CDS,cde_fo,EURINR,10333,OPTCUR,CE,79.75,EURINR10FEBRUARY2379.75CE,EURINR2321079.75CE,EURINR 10FEB23 79.75 CE,10-02-2023,1,0.0025
7302,CDS,cde_fo,EURINR,10334,OPTCUR,PE,79.75,EURINR10FEBRUARY2379.75PE,EURINR2321079.75PE,EURINR 10FEB23 79.75 PE,10-02-2023,1,0.0025
7303,CDS,cde_fo,EURINR,10335,OPTCUR,CE,80,EURINR10FEBRUARY2380CE,EURINR2321080CE,EURINR 10FEB23 80 CE,10-02-2023,1,0.0025
7304,CDS,cde_fo,EURINR,10336,OPTCUR,PE,80,EURINR10FEBRUARY2380PE,EURINR2321080PE,EURINR 10FEB23 80 PE,10-02-2023,1,0.0025
7305,CDS,cde_fo,EURINR,10337,OPTCUR,CE,80.25,EURINR10FEBRUARY2380.25CE,EURINR2321080.25CE,EURINR 10FEB23 80.25 CE,10-02-2023,1,0.0025
7306,CDS,cde_fo,JPYINR,10360,OPTCUR,CE,56.75,JPYINR10MARCH2356.75CE,JPYINR2331056.75CE,JPYINR 10MAR23 56.75 CE,10-03-2023,1,0.0025
7307,CDS,cde_fo,JPYINR,10361,OPTCUR,PE,56.75,JPYINR10MARCH2356.75PE,JPYINR2331056.75PE,JPYINR 10MAR23 56.75 PE,10-03-2023,1,0.0025
7308,CDS,cde_fo,EURINR,10366,OPTCUR,PE,80.25,EURINR10FEBRUARY2380.25PE,EURINR2321080.25PE,EURINR 10FEB23 80.25 PE,10-02-2023,1,0.0025
7309,CDS,cde_fo,EURINR,10367,OPTCUR,CE,80.5,EURINR10FEBRUARY2380.5CE,EURINR2321080.5CE,EURINR 10FEB23 80.5 CE,10-02-2023,1,0.0025
7310,CDS,cde_fo,EURINR,10368,OPTCUR,PE,80.5,EURINR10FEBRUARY2380.5PE,EURINR2321080.5PE,EURINR 10FEB23 80.5 PE,10-02-2023,1,0.0025
7311,CDS,cde_fo,USDINR,10369,OPTCUR,PE,85.75,USDINR27JUNE2385.75PE,USDINR23JUN85.75PE,USDINR 27JUN23 85.75 PE,27-06-2023,1,0.0025
7312,CDS,cde_fo,USDINR,10370,OPTCUR,CE,86,USDINR27JUNE2386CE,USDINR23JUN86CE,USDINR 27JUN23 86 CE,27-06-2023,1,0.0025
7313,CDS,cde_fo,USDINR,10371,OPTCUR,PE,86,USDINR27JUNE2386PE,USDINR23JUN86PE,USDINR 27JUN23 86 PE,27-06-2023,1,0.0025
